question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,r1,r2,s,ground_truth
0e4a1a8a-f9f2-4957-a04c-fae0ecad5616,1.3637213,0.2911032,0.0,0.2911032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2470945,0.24593547,0.0,0.24593547,0.0,0.0,0.0,0.0,0.375,1,0.4054651081081644,2.6108158,0
0e4a1a8a-f9f2-4957-a04c-fae0ecad5616,1.1409703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1071893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,0.2876820724517809,2.2481596,0
0e4a1a8a-f9f2-4957-a04c-fae0ecad5616,0.8007191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7241538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.22314355131420976,1.5248729,0
0e4a1a8a-f9f2-4957-a04c-fae0ecad5616,0.8025543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71332496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,0.18232155679395462,1.5158793,0
0e4a1a8a-f9f2-4957-a04c-fae0ecad5616,0.76511085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70032287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,5,0.1541506798272583,1.4654337,0
0e4a1a8a-f9f2-4957-a04c-fae0ecad5616,0.7152272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6361177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,6,0.13353139262452263,1.3513448,0
0e4a1a8a-f9f2-4957-a04c-fae0ecad5616,0.681989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6232637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,7,0.11778303565638346,1.3052528,0
0e4a1a8a-f9f2-4957-a04c-fae0ecad5616,0.62297314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56479937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,8,0.1053605156578263,1.1877725,0
0e4a1a8a-f9f2-4957-a04c-fae0ecad5616,0.5812642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5230906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,9,0.09531017980432487,1.1043549,0
6c0148dd-8b6a-4cb7-9459-66d698b02680,1.1256857,0.34502605,0.0,0.34502605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125873,0.2873019,0.0,0.2873019,0.0,0.0,0.0,0.0,0.6666667,0,0.6931471805599453,2.138273,1
6c0148dd-8b6a-4cb7-9459-66d698b02680,1.009995,0.5576744,0.0,0.5576744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9294571,0.5122578,0.0,0.5122578,0.0,0.0,0.0,0.0,0.6666667,1,0.4054651081081644,1.9394522,0
6c0148dd-8b6a-4cb7-9459-66d698b02680,0.77692384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7082303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,2,0.2876820724517809,1.4851542,0
6c0148dd-8b6a-4cb7-9459-66d698b02680,0.7188519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6385181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,3,0.22314355131420976,1.35737,0
6c0148dd-8b6a-4cb7-9459-66d698b02680,0.51463896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4663285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,4,0.18232155679395462,0.98096746,0
6c0148dd-8b6a-4cb7-9459-66d698b02680,0.499258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44880933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,5,0.1541506798272583,0.9480673,0
6c0148dd-8b6a-4cb7-9459-66d698b02680,0.41336417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36882907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,6,0.13353139262452263,0.78219324,0
6c0148dd-8b6a-4cb7-9459-66d698b02680,0.37165526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32712016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,7,0.11778303565638346,0.6987754,0
6c0148dd-8b6a-4cb7-9459-66d698b02680,0.30991578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28404343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,8,0.1053605156578263,0.5939592,0
6c0148dd-8b6a-4cb7-9459-66d698b02680,0.27485925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25721937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,9,0.09531017980432487,0.5320786,0
c17865ff-4594-4e9f-9946-1283627b019d,1.1256857,0.34502605,0.0,0.34502605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0125873,0.2873019,0.0,0.2873019,0.0,0.0,0.0,0.0,0.6666667,0,0.6931471805599453,2.138273,0
c17865ff-4594-4e9f-9946-1283627b019d,1.009995,0.5576744,0.0,0.5576744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9294571,0.5122578,0.0,0.5122578,0.0,0.0,0.0,0.0,0.6666667,1,0.4054651081081644,1.9394522,1
c17865ff-4594-4e9f-9946-1283627b019d,0.77692384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7082303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,2,0.2876820724517809,1.4851542,0
c17865ff-4594-4e9f-9946-1283627b019d,0.7188519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6385181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,3,0.22314355131420976,1.35737,0
c17865ff-4594-4e9f-9946-1283627b019d,0.51463896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4663285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,4,0.18232155679395462,0.98096746,0
c17865ff-4594-4e9f-9946-1283627b019d,0.499258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44880933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,5,0.1541506798272583,0.9480673,0
c17865ff-4594-4e9f-9946-1283627b019d,0.41336417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36882907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,6,0.13353139262452263,0.78219324,0
c17865ff-4594-4e9f-9946-1283627b019d,0.37165526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32712016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,7,0.11778303565638346,0.6987754,0
c17865ff-4594-4e9f-9946-1283627b019d,0.30991578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28404343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,8,0.1053605156578263,0.5939592,0
c17865ff-4594-4e9f-9946-1283627b019d,0.27485925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25721937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,9,0.09531017980432487,0.5320786,0
a65dc611-0e3f-42cc-8941-153d493794d2,5.2401485,1.6869491,0.37165526,1.6869491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.928526,1.5165908,0.32712016,1.5165908,0.0,0.0,0.0,0.0,0.5,0,0.6931471805599453,10.168674,1
a65dc611-0e3f-42cc-8941-153d493794d2,1.9447811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8636404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,1,0.4054651081081644,3.8084216,0
a65dc611-0e3f-42cc-8941-153d493794d2,1.6547875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4666001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777778,2,0.2876820724517809,3.1213875,0
a65dc611-0e3f-42cc-8941-153d493794d2,1.5358112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4003127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,3,0.22314355131420976,2.9361238,0
a65dc611-0e3f-42cc-8941-153d493794d2,1.2506591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1438149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,4,0.18232155679395462,2.394474,0
a65dc611-0e3f-42cc-8941-153d493794d2,1.258959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1131825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777778,5,0.1541506798272583,2.3721416,0
a65dc611-0e3f-42cc-8941-153d493794d2,1.1129649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0886667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,6,0.13353139262452263,2.2016315,0
a65dc611-0e3f-42cc-8941-153d493794d2,0.9772072,0.49347743,0.0,0.49347743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964541,0.5106332,0.0,0.5106332,0.0,0.0,0.0,0.0,0.16666667,7,0.11778303565638346,1.9417481,0
a65dc611-0e3f-42cc-8941-153d493794d2,0.8568326,0.08816848,0.0,0.08816848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95077986,0.07079054,0.0,0.07079054,0.0,0.0,0.0,0.0,0.11111111,8,0.1053605156578263,1.8076124,0
a65dc611-0e3f-42cc-8941-153d493794d2,0.86445224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77448994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,9,0.09531017980432487,1.6389422,0
5ff2c241-6fc7-46f9-bb18-8bf2d4cd4f75,5.2401485,1.6869491,0.37165526,1.6869491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.928526,1.5165908,0.32712016,1.5165908,0.0,0.0,0.0,0.0,0.5,0,0.6931471805599453,10.168674,0
5ff2c241-6fc7-46f9-bb18-8bf2d4cd4f75,1.9447811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8636404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,1,0.4054651081081644,3.8084216,0
5ff2c241-6fc7-46f9-bb18-8bf2d4cd4f75,1.6547875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4666001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777778,2,0.2876820724517809,3.1213875,0
5ff2c241-6fc7-46f9-bb18-8bf2d4cd4f75,1.5358112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4003127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,3,0.22314355131420976,2.9361238,1
5ff2c241-6fc7-46f9-bb18-8bf2d4cd4f75,1.2506591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1438149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,4,0.18232155679395462,2.394474,0
5ff2c241-6fc7-46f9-bb18-8bf2d4cd4f75,1.258959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1131825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777778,5,0.1541506798272583,2.3721416,0
5ff2c241-6fc7-46f9-bb18-8bf2d4cd4f75,1.1129649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0886667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,6,0.13353139262452263,2.2016315,0
5ff2c241-6fc7-46f9-bb18-8bf2d4cd4f75,0.9772072,0.49347743,0.0,0.49347743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964541,0.5106332,0.0,0.5106332,0.0,0.0,0.0,0.0,0.16666667,7,0.11778303565638346,1.9417481,0
5ff2c241-6fc7-46f9-bb18-8bf2d4cd4f75,0.8568326,0.08816848,0.0,0.08816848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95077986,0.07079054,0.0,0.07079054,0.0,0.0,0.0,0.0,0.11111111,8,0.1053605156578263,1.8076124,0
5ff2c241-6fc7-46f9-bb18-8bf2d4cd4f75,0.86445224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77448994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,9,0.09531017980432487,1.6389422,0
91364b1c-6a7b-4a35-9603-8b5963e96cf1,1.1862365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1023762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.6931471805599453,2.2886128,1
91364b1c-6a7b-4a35-9603-8b5963e96cf1,0.499258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44880933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0.4054651081081644,0.9480673,0
91364b1c-6a7b-4a35-9603-8b5963e96cf1,0.30991578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28404343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,0.2876820724517809,0.5939592,0
91364b1c-6a7b-4a35-9603-8b5963e96cf1,0.27485925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25721937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3,0.22314355131420976,0.5320786,0
91364b1c-6a7b-4a35-9603-8b5963e96cf1,0.27485925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24283586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,0.18232155679395462,0.5176951,0
91364b1c-6a7b-4a35-9603-8b5963e96cf1,0.25145158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24283586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5,0.1541506798272583,0.49428743,0
91364b1c-6a7b-4a35-9603-8b5963e96cf1,0.25145158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24283586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6,0.13353139262452263,0.49428743,0
91364b1c-6a7b-4a35-9603-8b5963e96cf1,0.25145158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21942818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7,0.11778303565638346,0.47087976,0
91364b1c-6a7b-4a35-9603-8b5963e96cf1,0.25145158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21942818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8,0.1053605156578263,0.47087976,0
91364b1c-6a7b-4a35-9603-8b5963e96cf1,0.25145158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21942818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9,0.09531017980432487,0.47087976,0
3390e382-f7df-4a47-babc-0943024dcf41,3.468251,1.4834064,0.23116054,1.8714879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2012832,1.3538305,0.2008407,1.6881903,0.0,0.0,0.0,0.0,0.6666667,0,0.6931471805599453,6.669534,1
3390e382-f7df-4a47-babc-0943024dcf41,0.9505759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88692313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,1,0.4054651081081644,1.837499,0
3390e382-f7df-4a47-babc-0943024dcf41,0.8317028,0.055532977,0.0,0.055532977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7427385,0.032774724,0.0,0.032774724,0.0,0.0,0.0,0.0,0.33333334,2,0.2876820724517809,1.5744413,0
3390e382-f7df-4a47-babc-0943024dcf41,0.771964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7018621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,3,0.22314355131420976,1.4738262,0
3390e382-f7df-4a47-babc-0943024dcf41,0.641688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5668041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,4,0.18232155679395462,1.208492,0
3390e382-f7df-4a47-babc-0943024dcf41,0.6392634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5578873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,5,0.1541506798272583,1.1971507,0
3390e382-f7df-4a47-babc-0943024dcf41,0.5513733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5055049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,6,0.13353139262452263,1.0568782,0
3390e382-f7df-4a47-babc-0943024dcf41,0.5201065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46563968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,7,0.11778303565638346,0.98574615,0
3390e382-f7df-4a47-babc-0943024dcf41,0.37968338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34116778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,8,0.1053605156578263,0.7208512,0
3390e382-f7df-4a47-babc-0943024dcf41,0.35585248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33172038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666667,9,0.09531017980432487,0.68757284,0
07b77c91-fe01-497d-835f-8beedd456557,5.0612063,0.0,1.4834064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6885085,0.0,1.3538305,0.0,0.0,0.0,0.0,0.0,0.6666667,0,0.6931471805599453,9.749715,1
07b77c91-fe01-497d-835f-8beedd456557,1.6441472,0.33750764,0.0,0.33750764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4817228,0.29297253,0.0,0.29297253,0.0,0.0,0.0,0.0,0.33333334,1,0.4054651081081644,3.12587,0
07b77c91-fe01-497d-835f-8beedd456557,0.7292262,0.15557443,0.0,0.15557443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6487359,0.1281702,0.0,0.1281702,0.0,0.0,0.0,0.0,0.22222222,2,0.2876820724517809,1.3779621,0
07b77c91-fe01-497d-835f-8beedd456557,0.6776943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59742767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222,3,0.22314355131420976,1.2751219,0
07b77c91-fe01-497d-835f-8beedd456557,0.66076434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6120381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111,4,0.18232155679395462,1.2728024,0
07b77c91-fe01-497d-835f-8beedd456557,0.64638084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6025907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111,5,0.1541506798272583,1.2489715,0
07b77c91-fe01-497d-835f-8beedd456557,0.62297314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5647995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222,6,0.13353139262452263,1.1877726,0
07b77c91-fe01-497d-835f-8beedd456557,0.61392355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5688057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222,7,0.11778303565638346,1.1827292,0
07b77c91-fe01-497d-835f-8beedd456557,0.4096374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36397356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222222,8,0.1053605156578263,0.77361095,0
07b77c91-fe01-497d-835f-8beedd456557,0.3808758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3497728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111,9,0.09531017980432487,0.73064864,0
0fd2da52-dcbc-496d-8148-cb1d24dfe455,0.8645055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7633177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.6931471805599453,1.6278232,0
0fd2da52-dcbc-496d-8148-cb1d24dfe455,0.61541563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5506275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,1,0.4054651081081644,1.1660432,0
0fd2da52-dcbc-496d-8148-cb1d24dfe455,0.5998016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55317026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,2,0.2876820724517809,1.1529719,0
0fd2da52-dcbc-496d-8148-cb1d24dfe455,0.5728824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5069293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,3,0.22314355131420976,1.0798117,0
0fd2da52-dcbc-496d-8148-cb1d24dfe455,0.52606714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5069293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,4,0.18232155679395462,1.0329964,0
0fd2da52-dcbc-496d-8148-cb1d24dfe455,0.499258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44880933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,5,0.1541506798272583,0.9480673,0
0fd2da52-dcbc-496d-8148-cb1d24dfe455,0.32931915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32773188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,6,0.13353139262452263,0.657051,0
0fd2da52-dcbc-496d-8148-cb1d24dfe455,0.32931915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2809165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,7,0.11778303565638346,0.6102357,0
0fd2da52-dcbc-496d-8148-cb1d24dfe455,0.31240672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2879243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,8,0.1053605156578263,0.600331,0
0fd2da52-dcbc-496d-8148-cb1d24dfe455,0.30991578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28404343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,9,0.09531017980432487,0.5939592,0
343e677a-7a7b-4c9d-9e52-2b673485deac,0.7866379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7018294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.6931471805599453,1.4884672,0
